transaction date,district,transaction type,land shifting total area,num_building,num_land,num_garage,total floor number,building state,main building materials,complete year,building shifting total area,num_room,num_bathroom,compartment,management org,carpark type,carpark shifting area,carpark total price,main building area,subsidiary building area,balcony area,elevator,total ntd,unit ntd
2020-07-26,Songshan District,Land+Building,6.26,1,1,0,16.0,Apartment_11storeyorgreater,Reinforced Concrete,71.0,88.07,2,1,1,1,No carpark,0.0,0,63.75,0.0,9.36,1,17050000,193596
2020-07-21,Xinyi District,Land+Building,32.02,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,74.0,127.15,6,3,1,0,No carpark,0.0,0,95.93,7.84,10.51,0,18000000,141565
2020-06-19,Nangang District,Land+Building,29.7,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,,103.41000000000001,3,2,1,1,No carpark,0.0,0,87.3,0.0,4.38,0,9450000,91384
2020-07-07,Xinyi District,Land+Building,28.41,1,2,0,7.0,Apartment_5to10storey,Reinforced Concrete,,161.04,4,4,1,1,No carpark,0.0,0,115.97,0.0,11.44,1,34000000,211128
2020-07-25,Zhongshan District,Land+Building,26.93,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,72.0,133.54999999999998,3,2,1,1,No carpark,0.0,0,118.91,0.0,7.44,1,23000000,172220
2020-07-22,Zhongshan District,Land+Building,18.51,1,1,0,15.0,Apartment_11storeyorgreater,Reinforced Concrete,75.0,98.44999999999999,3,1,1,1,No carpark,0.0,0,76.82,0.0,6.1,1,21600000,219401
2020-09-10,Zhongshan District,Land+Building,12.34,1,3,0,7.0,Apartment_5to10storey,Reinforced Concrete,72.0,83.61,2,1,1,0,No carpark,0.0,0,66.51,0.0,14.21,1,14000000,167444
2020-08-26,Zhongshan District,Land+Building,5.4,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,77.0,43.89,0,0,0,1,No carpark,0.0,0,29.93,1.01,1.96,1,7380000,168148
2020-08-22,Zhongshan District,Land+Building,18.24,2,1,0,6.0,Apartment_5to10storey,Reinforced Concrete,85.0,64.8,2,1,1,0,No carpark,0.0,0,46.79,0.51,2.47,1,12480000,192593
2020-08-18,Zhongshan District,Land+Building+Garage,12.32,1,1,1,15.0,Apartment_11storeyorgreater,Reinforced Concrete,101.0,172.03,3,2,1,1,Ramp Plane,0.0,0,78.77,5.27,9.81,1,32500000,188921
2020-08-04,Neihu District,Land+Building,31.46,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,69.0,105.77,3,2,1,0,No carpark,0.0,0,91.06,0.0,14.71,0,15200000,143708
2020-08-16,Neihu District,Land+Building,29.11,1,3,0,5.0,Apartment_5storey,Reinforced Concrete,69.0,91.46,3,2,1,0,No carpark,0.0,0,83.34,0.0,8.12,0,13000000,142139
2020-08-31,Zhongshan District,Land+Building,5.17,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,68.0,29.33,0,0,0,1,No carpark,0.0,0,21.08,0.0,3.37,1,4500000,153427
2020-07-20,Zhongshan District,Land+Building,5.71,1,1,0,9.0,Apartment_5to10storey,Reinforced Concrete,94.0,36.12,1,1,1,1,No carpark,0.0,0,8.87,0.0,15.26,1,9900000,274086
2020-07-27,Wanhua District,Land+Building,32.0,1,2,0,4.0,Apartment_5storey,Reinforced Concrete,64.0,88.25,2,2,1,0,No carpark,0.0,0,76.45,0.0,11.8,0,8500000,96317
2020-08-28,Datong District,Land+Building+Garage,22.64,1,1,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,103.0,246.24,2,2,1,1,Ramp Machinery,13.07,1500000,138.69,11.12,11.6,1,62000000,259467
2020-07-11,Datong District,Land+Building,22.16,1,1,0,11.0,Apartment_11storeyorgreater,Reinforced Concrete,93.0,119.21000000000001,3,1,1,1,No carpark,0.0,0,70.32,0.0,7.86,1,23880000,200319
2020-08-08,ZhongZheng District,Land+Building,5.53,1,2,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,96.0,52.66,1,1,1,1,No carpark,0.0,0,28.76,0.0,4.84,1,15620000,296620
2020-08-03,Wenshan District,Land+Building,26.36,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,,95.02,6,6,1,0,No carpark,0.0,0,83.83,0.0,11.19,0,12300000,129446
2020-08-10,Wenshan District,Land+Building,54.4,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,69.0,169.77,4,3,1,0,No carpark,0.0,0,152.27,0.0,17.5,0,20880000,122990
2020-08-08,Wenshan District,Land+Building,10.59,1,1,0,10.0,Apartment_5to10storey,Reinforced Concrete,87.0,79.56,2,1,1,1,No carpark,0.0,0,53.98,0.0,7.01,1,16200000,203620
2020-06-14,ZhongZheng District,Land+Building,23.86,1,3,0,7.0,Apartment_5to10storey,Reinforced Concrete,70.0,111.82,4,2,1,0,No carpark,0.0,0,93.83,0.0,17.99,1,19880000,177786
2020-08-13,Wenshan District,Land+Building,46.75,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,61.0,109.62,3,1,1,0,No carpark,0.0,0,109.62,0.0,0.0,0,14500000,132275
2020-08-10,Wenshan District,Land+Building+Garage,17.31,1,1,1,7.0,Apartment_5to10storey,Reinforced Concrete,108.0,91.53,2,1,1,1,Lifting Plane,20.15,1700000,37.53,3.12,4.63,1,16500000,207341
2020-08-28,Wenshan District,Land+Building+Garage,17.76,1,1,1,8.0,Apartment_5to10storey,Reinforced Concrete,93.0,88.42,1,1,1,1,Ramp Machinery,34.72,1200000,32.05,0.0,3.79,1,10000000,163873
2020-07-27,Wenshan District,Land+Building+Garage,30.39,1,1,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,200.45999999999998,3,2,1,1,Ramp Plane,35.05,1960000,92.77,5.9,12.69,1,28010000,157487
2020-08-18,ZhongZheng District,Land+Building+Garage,26.76,1,1,1,11.0,Apartment_11storeyorgreater,Reinforced Concrete,106.0,148.94,3,2,1,1,Ramp Plane,40.34,3000000,58.24,8.29,7.27,1,28000000,230203
2020-09-01,ZhongZheng District,Land+Building+Garage,26.76,1,1,1,11.0,Apartment_11storeyorgreater,Reinforced Concrete,106.0,155.32999999999998,3,2,1,1,Ramp Plane,46.73,3000000,58.24,8.29,7.27,1,28900000,238490
2020-08-04,Daan District,Land+Building,29.9,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,69.0,160.70999999999998,4,2,1,1,No carpark,0.0,0,121.55,0.0,19.4,1,39900000,248273
2020-08-06,Daan District,Land+Building,18.75,1,2,0,7.0,Apartment_5to10storey,Reinforced Concrete,95.0,88.03999999999999,1,1,1,1,No carpark,0.0,0,45.25,6.94,5.99,1,30360000,344843
2020-08-02,Daan District,Land+Building,26.92,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,78.22,2,1,1,0,No carpark,0.0,0,67.96,0.0,10.26,0,20880000,266939
2020-08-18,Daan District,Land+Building,3.89,1,1,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,98.0,45.019999999999996,1,1,1,1,No carpark,0.0,0,22.7,3.58,2.99,1,13880000,308307
2020-08-17,Daan District,Land+Building+Garage,26.79,1,1,1,14.0,Apartment_11storeyorgreater,Steel Reinforced Concrete,101.0,199.63,3,2,1,1,Ramp Plane,0.0,0,99.2,4.82,9.12,1,55280000,276912
2020-08-11,Daan District,Land+Building,12.18,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,71.0,108.63,3,2,1,1,No carpark,0.0,0,89.82,0.0,6.23,1,37500000,345209
2020-06-28,Daan District,Land+Building,27.34,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,78.0,133.24,3,2,1,0,No carpark,0.0,0,109.43,0.0,12.07,1,32280000,242270
2020-08-05,Daan District,Land+Building+Garage,9.99,2,2,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,93.0,122.02,1,2,1,1,Ramp Plane,51.74,3000000,35.56,0.0,10.22,1,23500000,291690
2020-06-10,Daan District,Land+Building,19.1,1,1,0,10.0,Apartment_5to10storey,Reinforced Concrete,62.0,170.15,0,0,0,0,No carpark,0.0,0,155.35,0.0,14.8,1,46800000,275051
2020-07-25,Daan District,Land+Building+Garage,32.9,1,2,2,23.0,Apartment_11storeyorgreater,Other,105.0,321.67999999999995,3,3,1,1,Ramp Plane,49.6,7000000,163.0,10.69,14.48,1,98880000,337695
2020-08-19,Beitou District,Land+Building,33.7,1,4,0,5.0,Apartment_5storey,Reinforced Concrete,67.0,123.74,3,2,1,0,No carpark,0.0,0,101.48,0.0,22.26,0,13650000,110312
2020-08-25,Beitou District,Land+Building,8.72,1,2,0,9.0,Apartment_5to10storey,Reinforced Concrete,85.0,36.22,1,1,1,1,No carpark,0.0,0,25.21,0.81,1.86,1,5800000,160133
2020-08-13,Beitou District,Land+Building,65.0,1,1,0,2.0,House,Strengthened Brickwork,56.0,104.42,5,3,1,0,No carpark,0.0,0,104.42,0.0,0.0,0,26500000,253783
2020-06-21,Shilin District,Land+Building+Garage,48.88,1,1,1,5.0,Apartment_5to10storey,Reinforced Concrete,106.0,113.08,2,1,1,1,Lifting Plane,18.05,1800000,56.26,0.0,5.68,1,23380000,227086
2020-08-21,Beitou District,Land+Building,25.25,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,71.0,88.39,4,2,1,0,No carpark,0.0,0,77.07,11.32,0.0,0,15550000,175925
2020-08-29,Beitou District,,1.22,1,2,1,14.0,Other,Reinforced Concrete,99.0,3.4,0,0,1,0,Lifting Plane,0.0,1150000,0.0,0.0,0.0,0,1150000,
2020-08-02,Shilin District,Land+Building,27.49,1,5,0,5.0,Apartment_5storey,Precast Reinforced Concrete,68.0,102.72,3,1,1,0,No carpark,0.0,0,89.64,0.0,13.08,0,15250000,148462
2020-08-11,Beitou District,Land+Building+Garage,114.08,1,1,3,5.0,Apartment_5to10storey,Reinforced Concrete,105.0,356.27,3,2,1,1,Ramp Plane,122.31,5000000,135.21,1.68,12.35,1,49200000,188921
2020-06-21,Shilin District,Land+Building,17.4,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,68.0,64.9,2,1,1,0,No carpark,0.0,0,56.36,0.0,8.54,0,9300000,143297
2020-09-02,Xinyi District,,1.85,1,1,1,7.0,Other,Reinforced Concrete,,28.15,0,0,1,1,Ramp Plane,28.14,0,28.15,0.0,0.0,0,2800000,
2020-08-18,Xinyi District,Land+Building,29.5,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,61.0,88.47,3,2,1,0,No carpark,0.0,0,79.97,0.0,8.5,0,14500000,163897
2020-07-22,Xinyi District,Land+Building+Garage,72.87,1,1,1,14.0,Apartment_11storeyorgreater,Steel Reinforced Concrete,86.0,268.93,0,0,0,1,Ramp Plane,0.0,0,151.88,5.26,17.87,1,82800000,307887
2020-05-30,Songshan District,Land+Building+Garage,8.82,1,1,1,18.0,Apartment_11storeyorgreater,Steel Reinforced Concrete,107.0,136.13,3,2,1,1,Ramp Machinery,14.46,2100000,73.12,3.7,8.65,1,27300000,207118
2020-08-03,Xinyi District,Land+Building,13.31,1,3,0,16.0,Apartment_11storeyorgreater,Reinforced Concrete,84.0,113.51,3,2,1,1,No carpark,0.0,0,80.92,0.99,9.09,1,27000000,237865
2020-07-25,Nangang District,Land+Building+Garage,63.33,1,1,2,8.0,Apartment_5to10storey,Reinforced Concrete,96.0,268.40999999999997,4,2,1,1,Ramp Plane,83.82,5000000,121.38,2.5,9.11,1,38680000,182458
2020-08-16,Nangang District,Land+Building+Garage,30.16,1,1,2,13.0,Apartment_11storeyorgreater,Reinforced Concrete,101.0,293.89,3,2,1,1,Ramp Plane,0.0,0,116.82,21.07,13.33,1,44500000,151417
2020-05-21,Nangang District,Land+Building,56.69,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,,125.84,4,2,1,1,No carpark,0.0,0,100.38,0.0,21.04,0,19800000,157343
2020-07-26,Nangang District,Land+Building,21.09,1,3,0,11.0,Apartment_11storeyorgreater,Reinforced Concrete,101.0,102.72,3,2,1,1,No carpark,0.0,0,63.57,0.0,11.16,1,25000000,243380
2020-08-07,Zhongshan District,Land+Building,24.35,1,1,0,6.0,Apartment_5to10storey,Reinforced Concrete,81.0,91.75999999999999,2,1,1,0,No carpark,0.0,0,55.7,2.75,5.6,1,20000000,217960
2020-08-29,Neihu District,Land+Building+Garage,23.2,1,1,2,14.0,Apartment_11storeyorgreater,Reinforced Concrete,87.0,136.61,2,1,1,1,Ramp Plane,0.0,0,68.02,0.0,8.92,1,24800000,181539
2020-09-07,Zhongshan District,,8.03,1,1,1,12.0,Other,Reinforced Concrete,67.0,58.589999999999996,0,0,1,1,Ramp Plane,58.59,3100000,0.0,0.0,0.0,0,3100000,
2020-09-10,Zhongshan District,Land+Building+Garage,66.87,1,1,3,42.0,Apartment_11storeyorgreater,Other,103.0,593.98,0,0,0,1,Ramp Plane,113.7,11100000,298.09,0.0,40.46,1,300000000,601524
2020-08-20,Zhongshan District,Land+Building+Garage,186.17,1,1,2,11.0,Apartment_11storeyorgreater,Reinforced Concrete,92.0,527.24,4,3,1,1,Ramp Plane,106.56,7000000,261.67,0.0,29.96,1,126000000,282875
2020-08-29,Zhongshan District,Land+Building,14.21,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,108.0,74.65,1,1,1,1,No carpark,0.0,0,40.29,0.0,3.47,1,20320000,272204
2020-08-22,Zhongshan District,Land+Building,4.73,1,1,0,9.0,Apartment_5to10storey,Reinforced Concrete,80.0,44.09,1,1,1,1,No carpark,0.0,0,28.32,0.0,5.28,1,7400000,167839
2020-08-08,Zhongshan District,Land+Building,6.39,1,1,0,10.0,Apartment_5to10storey,Reinforced Concrete,96.0,26.479999999999997,1,1,1,1,No carpark,0.0,0,16.2,0.0,0.0,1,6800000,256798
2020-08-20,Zhongshan District,Land+Building,116.0,1,1,0,4.0,House,Strengthened Brickwork,58.0,383.96,0,0,0,0,No carpark,0.0,0,383.96,0.0,0.0,0,88880000,231482
2020-08-15,Zhongshan District,Land+Building,7.14,1,2,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,40.86,0,0,0,1,No carpark,0.0,0,24.01,1.47,1.73,1,9500000,232501
2020-08-06,Neihu District,Land+Building,31.88,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,74.0,114.85,3,2,1,0,No carpark,0.0,0,98.55,12.28,0.0,0,22800000,198520
2020-08-13,Neihu District,Land+Building,35.98,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,66.0,100.71,3,1,1,0,No carpark,0.0,0,85.33,0.0,15.38,0,11800000,117168
2020-06-30,Neihu District,Land+Building+Garage,42.7,1,1,1,8.0,Apartment_5to10storey,Reinforced Concrete,108.0,184.35,3,2,1,1,other,21.78,1000000,88.87,6.49,8.99,1,36200000,216522
2020-08-22,Zhongshan District,Land+Building+Garage,6.01,1,1,1,11.0,Apartment_11storeyorgreater,Reinforced Concrete,101.0,73.66,1,1,1,1,Tower,14.68,1500000,31.87,3.63,1.95,1,13000000,194981
2020-08-16,Zhongshan District,Land+Building+Garage,40.71,1,1,1,8.0,Apartment_5to10storey,Other,92.0,233.45000000000002,3,2,1,1,Ramp Plane,46.48,0,118.06,0.0,13.24,1,49000000,209886
2020-08-15,Neihu District,Land+Building+Garage,32.52,1,1,1,8.0,Apartment_5to10storey,Reinforced Concrete,94.0,158.07,3,2,1,1,Ramp Plane,39.61,0,74.99,1.45,8.33,1,25700000,162586
2020-08-15,Neihu District,Land+Building+Garage,32.52,1,1,1,8.0,Apartment_5to10storey,Reinforced Concrete,94.0,158.07,3,2,1,1,Ramp Plane,39.61,0,74.99,1.45,8.33,1,25700000,162586
2020-08-10,Zhongshan District,Land+Building,5.05,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,73.0,30.130000000000003,1,1,1,1,No carpark,0.0,0,21.02,0.0,2.4,1,4450000,147693
2020-07-19,Neihu District,Land+Building,13.97,1,5,0,10.0,Apartment_5to10storey,Reinforced Concrete,85.0,64.12,1,1,1,1,No carpark,0.0,0,51.7,0.0,0.0,1,7000000,109187
2020-07-22,Zhongshan District,Land+Building,4.0,1,1,0,9.0,Apartment_5to10storey,Reinforced Concrete,68.0,36.81,1,1,1,1,No carpark,0.0,0,29.81,0.0,0.0,1,6600000,179299
2020-08-08,Neihu District,Land+Building+Garage,40.65,1,1,2,14.0,Apartment_11storeyorgreater,Reinforced Concrete,102.0,266.15999999999997,3,2,1,1,Ramp Plane,30.02,0,107.01,10.32,14.31,1,37000000,139014
2020-04-08,Neihu District,Land+Building+Garage,41.5,1,1,1,11.0,Apartment_11storeyorgreater,Reinforced Concrete,109.0,208.01,2,2,1,1,Ramp Plane,36.18,2540000,96.66,6.58,11.57,1,43080000,235931
2020-08-05,ZhongZheng District,Land+Building,3.28,1,5,0,15.0,Apartment_11storeyorgreater,Reinforced Concrete,68.0,36.45,0,1,1,1,No carpark,0.0,0,29.34,0.0,0.0,1,8400000,230453
2020-07-06,Wanhua District,Land+Building,6.65,1,1,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,95.0,76.33,2,1,1,1,No carpark,0.0,0,47.65,0.0,4.91,1,14220000,186296
2020-08-04,Wanhua District,Land+Building+Garage,15.06,1,1,1,15.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,134.17,2,1,1,1,Ramp Plane,35.24,1900000,61.58,0.0,5.74,1,21200000,195087
2020-08-18,Wanhua District,Land+Building,12.53,1,1,0,4.0,Apartment_5storey,Strengthened Brickwork,,45.08,5,2,1,0,No carpark,0.0,0,45.08,0.0,0.0,0,4300000,95386
2020-08-14,Datong District,Land+Building+Garage,219.2,2,1,8,17.0,Apartment_11storeyorgreater,Reinforced Concrete,106.0,3300.58,0,0,0,0,Ramp Plane,321.0,24000000,1753.64,2.6,113.92,1,1060000000,347700
2020-07-31,Wanhua District,Land+Building+Garage,23.12,1,1,1,15.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,189.26999999999998,3,2,1,1,Ramp Plane,34.74,2100000,93.73,1.58,9.29,1,33000000,199961
2020-08-01,Datong District,Land+Building,15.65,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,106.0,103.02,2,2,1,0,No carpark,0.0,0,52.7,4.22,4.02,1,20500000,198990
2020-08-15,Datong District,Land+Building,12.7,1,2,0,6.0,Apartment_5to10storey,Reinforced Concrete,108.0,65.49,1,1,1,0,No carpark,0.0,0,30.85,2.22,3.98,1,11100000,169492
2020-08-09,Wanhua District,Land+Building,45.63,1,4,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,213.45,4,2,1,1,No carpark,0.0,0,116.43,0.0,10.92,1,29600000,138674
2020-08-18,Wanhua District,Land+Building,23.21,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,76.0,122.72,3,2,1,1,No carpark,0.0,0,92.84,8.57,10.9,1,19600000,159713
2020-07-16,Datong District,Land+Building,32.75,1,1,0,4.0,Apartment_5storey,Strengthened Brickwork,,109.5,3,2,1,0,No carpark,0.0,0,109.5,0.0,0.0,0,12080000,110320
2020-08-16,Wanhua District,Land+Building+Garage,40.52,1,4,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,189.3,3,2,1,1,Ramp Plane,0.0,0,103.07,0.0,9.77,1,27000000,142631
2020-07-04,ZhongZheng District,Land+Building+Garage,28.6,1,2,2,24.0,Apartment_11storeyorgreater,Steel Reinforced Concrete,106.0,312.15,3,2,1,1,Ramp Plane,54.64,4200000,152.04,8.97,10.42,1,69700000,254359
2020-06-24,Wenshan District,Land+Building+Garage,32.84,1,2,1,7.0,Apartment_5to10storey,Reinforced Concrete,103.0,204.92000000000002,3,3,1,1,Ramp Plane,26.69,0,90.79,10.76,8.13,1,26600000,129800
2020-06-22,ZhongZheng District,Land+Building+Garage,16.15,1,2,1,12.0,Apartment_11storeyorgreater,Reinforced Concrete,107.0,145.25,0,0,0,1,Ramp Plane,39.92,3000000,56.49,7.55,6.11,1,30580000,261844
2020-05-23,Wenshan District,Land+Building,5.79,1,1,0,10.0,Apartment_5to10storey,Reinforced Concrete,97.0,27.5,1,1,1,1,No carpark,0.0,0,14.14,1.36,2.14,1,6000000,218182
2020-08-15,Wenshan District,Land+Building,15.38,1,2,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,83.0,71.31,2,1,1,1,No carpark,0.0,0,44.64,1.07,4.95,1,12430000,174309
2020-05-31,Wenshan District,Land+Building,36.75,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,98.86,3,1,1,0,No carpark,0.0,0,70.55,0.0,28.31,0,14300000,144649
2020-08-09,Wenshan District,Land+Building,6.11,1,1,0,16.0,Apartment_11storeyorgreater,Reinforced Concrete,81.0,46.45,1,1,1,1,No carpark,0.0,0,30.57,0.0,0.0,1,7450000,160388
2020-07-13,Wenshan District,Land+Building,15.22,1,7,0,7.0,Apartment_5to10storey,Reinforced Concrete,84.0,43.43,1,1,1,1,No carpark,0.0,0,25.3,1.23,3.06,1,5000000,115128
2020-08-11,Wenshan District,Land+Building,44.33,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,79.0,129.25,3,1,1,0,No carpark,0.0,0,84.64,31.33,8.49,0,14730000,113965
2020-07-26,Wenshan District,Land+Building+Garage,95.63,1,1,1,4.0,Apartment_5to10storey,Reinforced Concrete,84.0,311.34,8,4,1,1,Ramp Plane,0.0,0,73.43,192.66,0.0,1,26500000,85113
2020-06-09,Wenshan District,Land+Building+Garage,28.56,1,1,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,101.0,167.07999999999998,3,2,1,1,Ramp Plane,35.33,1800000,88.6,7.34,4.09,1,23200000,162429
2020-08-26,Wenshan District,Land+Building,20.59,1,1,0,10.0,Apartment_5to10storey,Reinforced Concrete,107.0,80.53999999999999,2,1,1,1,No carpark,0.0,0,47.07,3.31,3.38,1,16590000,205985
2020-07-24,Wenshan District,Land+Building+Garage,26.77,1,1,1,10.0,Apartment_5to10storey,Reinforced Concrete,107.0,130.81,3,1,1,1,Ramp Machinery,26.62,1700000,59.68,5.43,4.44,1,23400000,208273
2020-08-20,Wenshan District,Land+Building,29.77,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,75.0,96.5,6,6,1,0,No carpark,0.0,0,76.82,0.0,14.8,0,9760000,101140
2020-08-13,Wenshan District,Land+Building+Garage,18.3,1,1,1,13.0,Apartment_11storeyorgreater,Reinforced Concrete,96.0,171.08999999999997,3,2,1,1,Ramp Plane,49.8,0,76.76,4.36,7.4,1,25500000,149044
2020-08-30,Wenshan District,Land+Building,42.96,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,78.0,121.25,3,2,1,0,No carpark,0.0,0,103.98,0.84,7.73,0,9900000,81649
2020-08-09,Wenshan District,Land+Building,41.76,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,77.0,118.16,3,2,1,0,No carpark,0.0,0,91.69,0.0,14.3,0,18800000,159106
2020-08-03,Wenshan District,Land+Building,21.47,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,68.0,81.63000000000001,3,1,1,0,No carpark,0.0,0,63.99,0.0,13.13,0,10000000,122504
2020-08-23,ZhongZheng District,Land+Building,4.12,1,1,0,13.0,Apartment_11storeyorgreater,Reinforced Concrete,95.0,40.5,1,1,1,1,No carpark,0.0,0,20.5,0.0,6.04,1,11035000,272469
2020-08-15,Wenshan District,Land+Building+Garage,18.93,1,1,1,11.0,Apartment_11storeyorgreater,Reinforced Concrete,84.0,114.57,2,1,1,1,Ramp Plane,0.0,0,94.46,0.84,6.36,1,16000000,139653
2020-08-17,Wenshan District,Land+Building,36.03,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,79.0,107.7,3,2,1,0,No carpark,0.0,0,84.78,4.94,6.75,0,13150000,122098
2020-08-04,Wenshan District,Land+Building+Garage,64.3,1,1,1,5.0,Apartment_5to10storey,Reinforced Concrete,100.0,143.23000000000002,3,2,1,1,Ramp Machinery,15.68,0,77.99,6.91,8.64,1,21500000,150108
2020-08-12,ZhongZheng District,Land+Building+Garage,25.74,1,2,1,16.0,Apartment_11storeyorgreater,Reinforced Concrete,87.0,188.39,3,2,1,1,Ramp Plane,0.0,0,101.26,1.93,14.88,1,47500000,252137
2020-08-15,Wanhua District,Land+Building+Garage,15.93,1,1,1,13.0,Apartment_11storeyorgreater,Reinforced Concrete,107.0,117.97,2,1,1,1,Ramp Plane,35.21,0,45.44,6.15,4.67,1,16350000,138583
2020-08-07,ZhongZheng District,Land+Building,9.16,1,1,0,15.0,Apartment_11storeyorgreater,Reinforced Concrete,107.0,93.98,0,0,0,1,No carpark,0.0,0,54.63,0.0,6.01,1,26720000,284316
2020-07-18,Datong District,Land+Building,19.75,3,1,0,10.0,Apartment_5to10storey,Reinforced Concrete,66.0,167.57,3,3,1,0,No carpark,0.0,0,123.4,0.0,9.56,1,19260000,114937
2020-08-09,Wanhua District,Land+Building,7.13,1,1,0,8.0,Apartment_5to10storey,Reinforced Concrete,76.0,51.04,1,1,1,1,No carpark,0.0,0,30.52,7.92,0.0,1,7550000,147923
2020-07-17,Neihu District,Land+Building+Garage,49.87,1,1,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,102.0,295.59000000000003,3,3,1,1,Ramp Plane,27.74,2900000,158.48,14.9,15.89,1,58000000,205712
2020-08-13,Zhongshan District,Land+Building,81.0,1,1,0,3.0,House,Strengthened Brickwork,,196.74,2,2,1,0,No carpark,0.0,0,196.74,0.0,0.0,0,52000000,264308
2020-08-08,Zhongshan District,Land+Building+Garage,3.78,1,3,1,18.0,Apartment_11storeyorgreater,Other,99.0,74.74000000000001,1,1,1,1,Lifting Plane,19.26,0,31.58,1.05,4.39,1,15380000,205780
2020-07-31,Zhongshan District,Land+Building,23.75,1,1,0,4.0,Apartment_5storey,Strengthened Brickwork,57.0,59.0,3,3,1,0,No carpark,0.0,0,52.33,0.0,6.67,0,12080000,204746
2020-09-08,Zhongshan District,Land+Building,9.93,1,2,0,17.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,64.56,1,1,1,1,No carpark,0.0,0,38.3,1.67,3.17,1,15880000,245973
2020-09-08,Zhongshan District,Land+Building+Garage,13.57,1,2,1,17.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,123.16,2,1,1,1,Ramp Plane,35.12,2000000,50.5,4.12,4.71,1,24050000,250454
2020-09-08,Zhongshan District,Land+Building,13.67,1,2,0,17.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,87.75,2,1,1,1,No carpark,0.0,0,51.53,1.54,5.24,1,21680000,247066
2020-09-08,Zhongshan District,Land+Building+Garage,13.74,1,2,1,17.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,126.08,2,1,1,1,Ramp Plane,38.04,2200000,50.5,4.12,4.71,1,24000000,247615
2020-04-16,Zhongshan District,Land+Building,5.46,1,1,0,13.0,Apartment_11storeyorgreater,Reinforced Concrete,91.0,38.230000000000004,1,1,1,1,No carpark,0.0,0,18.45,0.0,3.77,1,9350000,244572
2020-07-30,Zhongshan District,Land+Building,3.69,1,1,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,99.0,41.980000000000004,0,1,1,1,No carpark,0.0,0,22.96,1.04,2.93,1,10680000,254407
2020-06-21,Neihu District,Land+Building+Garage,52.88,1,1,2,9.0,Apartment_5to10storey,Reinforced Concrete,98.0,262.89,0,0,0,1,Ramp Plane,0.0,0,105.97,0.0,0.0,1,29000000,110312
2020-09-06,Zhongshan District,Land+Building,5.79,1,1,0,8.0,Apartment_5to10storey,Reinforced Concrete,65.0,37.2,2,1,1,1,No carpark,0.0,0,22.2,0.0,15.0,1,7360000,197849
