transaction date,district,transaction type,land shifting total area,num_building,num_land,num_garage,total floor number,building state,main building materials,complete year,building shifting total area,num_room,num_bathroom,compartment,management org,carpark type,carpark shifting area,carpark total price,main building area,subsidiary building area,balcony area,elevator,total ntd,unit ntd
2020-02-24,Wenshan District,Land+Building+Garage,71.25,1,1,1,10.0,Apartment_5to10storey,Reinforced Concrete,92.0,138.03,3,2,1,1,Ramp Plane,0.0,0,77.05,0.0,7.15,1,14750000,106861
2020-02-04,Neihu District,Land+Building,20.12,1,1,0,15.0,Apartment_11storeyorgreater,Reinforced Concrete,83.0,96.3,3,1,1,1,No carpark,0.0,0,69.96,2.77,8.38,1,19850000,206127
2020-02-13,Neihu District,Land+Building+Garage,17.89,1,1,1,7.0,Apartment_5to10storey,Reinforced Concrete,97.0,129.0,2,1,1,1,Ramp Plane,41.98,2000000,66.08,6.7,3.58,1,12300000,118364
2020-02-01,Neihu District,Land+Building+Garage,26.18,1,1,1,11.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,143.0,3,2,1,1,Ramp Machinery,18.86,1800000,74.27,4.27,7.89,1,20528000,150862
2020-02-18,Zhongshan District,Land+Building,4.39,1,1,0,11.0,Suite,Reinforced Concrete,71.0,41.29,1,1,1,1,No carpark,0.0,0,34.33,0.0,0.0,0,5700000,138048
2020-03-02,Datong District,Land+Building+Garage,13.19,1,1,1,15.0,Apartment_11storeyorgreater,Reinforced Concrete,104.0,162.92000000000002,3,2,1,1,Ramp Machinery,0.0,0,79.12,8.89,7.35,1,35711000,219193
2020-03-02,Wanhua District,Land+Building+Garage,21.88,1,1,1,13.0,Apartment_11storeyorgreater,Reinforced Concrete,106.0,171.73000000000002,3,2,1,1,Ramp Plane,36.73,0,83.44,6.51,8.41,1,23500709,136847
2020-02-09,Wanhua District,Land+Building,27.74,1,1,0,9.0,Apartment_5to10storey,Reinforced Concrete,73.0,238.37,7,3,1,1,No carpark,0.0,0,176.87,3.75,4.08,1,35800000,150187
2020-02-14,Nangang District,Land+Building,56.0,1,2,0,2.0,House,Strengthened Brickwork,,71.4,3,2,1,0,No carpark,0.0,0,71.4,0.0,0.0,0,16000000,224090
2020-03-02,Xinyi District,Land+Building,5.05,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,85.0,32.22,1,1,1,1,No carpark,0.0,0,21.75,0.0,0.0,1,1500000,46555
2020-02-17,Xinyi District,Land+Building,18.3,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,,91.09,4,1,1,1,No carpark,0.0,0,72.18,10.84,0.0,1,24500000,268965
2020-02-14,Xinyi District,Land+Building+Garage,39.33,1,1,2,13.0,Apartment_11storeyorgreater,Reinforced Concrete,97.0,217.13,3,2,1,1,Ramp Plane,58.2,5000000,102.85,4.3,10.14,1,35700000,193167
2020-02-19,Daan District,Land+Building,5.86,1,8,0,26.0,Apartment_11storeyorgreater,Reinforced Concrete,79.0,83.82,2,1,1,1,No carpark,0.0,0,59.65,0.36,8.18,1,24350000,290503
2020-02-15,Beitou District,Land+Building+Garage,2.86,1,1,1,14.0,Suite,Reinforced Concrete,94.0,41.45,1,1,1,1,Ramp Machinery,16.66,1200000,12.95,0.57,1.39,0,4900000,149254
2020-02-13,Beitou District,Land+Building,11.19,1,1,0,13.0,Suite,Reinforced Concrete,89.0,48.010000000000005,2,1,1,1,No carpark,0.0,0,31.83,0.0,4.05,0,6150000,128098
2020-02-09,Shilin District,Land+Building+Garage,15.5,1,1,1,11.0,Apartment_11storeyorgreater,Reinforced Concrete,93.0,91.49,2,1,1,1,Ramp Plane,37.73,2600000,29.96,1.31,2.71,1,21000000,342262
2020-02-17,Beitou District,Land+Building+Garage,48.47,1,1,1,14.0,Apartment_11storeyorgreater,Reinforced Concrete,104.0,226.32,3,2,1,1,Ramp Plane,37.49,2500000,112.73,11.35,8.2,1,38000000,188000
2020-02-06,Songshan District,Land+Building,58.75,1,1,0,4.0,Storefront,Reinforced Concrete,,242.13,1,1,1,0,No carpark,0.0,0,162.38,79.75,0.0,0,69880000,288605
2020-02-10,ZhongZheng District,Land+Building,36.29,1,2,0,7.0,Apartment_5to10storey,Reinforced Concrete,67.0,250.94,3,3,1,0,No carpark,0.0,0,141.61,109.33,0.0,1,95000000,378577
2020-02-25,Wanhua District,Land+Building,13.67,1,1,0,3.0,Apartment_5storey,Strengthened Brickwork,57.0,29.2,2,1,1,0,No carpark,0.0,0,29.2,0.0,0.0,0,2200000,75342
2020-03-02,Datong District,Land+Building+Garage,14.0,1,1,1,15.0,Apartment_11storeyorgreater,Reinforced Concrete,104.0,189.54000000000002,3,2,1,1,Ramp Plane,0.0,2850000,79.12,8.89,7.35,1,35000168,184658
2020-01-08,Neihu District,Land+Building+Garage,23.62,1,1,2,15.0,Other,Reinforced Concrete,97.0,255.59000000000003,4,2,1,1,Ramp Machinery,52.38,0,126.45,2.77,14.64,0,42500000,166282
2020-02-01,Zhongshan District,Land+Building,12.4,1,2,0,7.0,Apartment_5to10storey,Reinforced Concrete,100.0,68.75,2,1,1,1,No carpark,0.0,0,33.38,5.18,3.98,1,14800000,215273
2020-02-09,Wenshan District,Land+Building+Garage,35.11,1,2,1,6.0,Apartment_5to10storey,Reinforced Concrete,82.0,147.73000000000002,3,2,1,1,Ramp Plane,40.96,2000000,124.1,1.5,8.98,1,20500000,173270
2020-01-04,ZhongZheng District,Land+Building+Garage,21.19,1,2,1,15.0,Apartment_11storeyorgreater,Reinforced Concrete,96.0,242.35000000000002,5,2,1,1,Ramp Plane,48.12,3000000,122.48,2.17,17.97,1,76800000,379962
2020-02-09,Wenshan District,Land+Building,30.15,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,74.0,98.02,7,2,1,0,No carpark,0.0,0,88.91,0.0,6.7,0,11400000,116303
2020-02-17,Wenshan District,Land+Building,27.46,1,1,0,15.0,Apartment_11storeyorgreater,Reinforced Concrete,88.0,123.64,3,2,1,1,No carpark,0.0,0,67.89,2.1,7.56,1,18200000,147202
2020-03-02,Daan District,Land+Building,11.71,1,1,0,14.0,Apartment_11storeyorgreater,Reinforced Concrete,,137.33,3,2,1,1,No carpark,0.0,0,137.33,0.0,0.0,1,36000000,262142
2020-02-24,Daan District,Land+Building,33.17,1,3,0,4.0,Apartment_5storey,Reinforced Concrete,,103.36,3,2,1,0,No carpark,0.0,0,103.36,0.0,0.0,0,10000000,96749
2020-02-25,Daan District,Land+Building,27.0,1,1,0,4.0,Apartment_5storey,Strengthened Brickwork,,76.93,6,6,1,0,No carpark,0.0,0,76.93,0.0,0.0,0,20200000,262576
2020-01-21,Daan District,Land+Building,24.3,1,3,0,7.0,Apartment_5to10storey,Reinforced Concrete,,117.21000000000001,3,2,1,1,No carpark,0.0,0,90.08,0.0,11.43,1,27550000,235048
2020-02-10,Daan District,Land+Building,11.89,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,,144.06,3,2,1,1,No carpark,0.0,0,89.49,27.61,9.73,1,33300000,231154
2020-01-02,Beitou District,Land+Building,11.31,1,2,0,8.0,Apartment_5to10storey,Reinforced Concrete,69.0,60.99,3,2,1,1,No carpark,0.0,0,48.76,0.0,5.3,1,9000000,147565
2020-01-13,Shilin District,Land+Building,19.84,1,1,0,5.0,Apartment_5to10storey,Reinforced Concrete,70.0,80.19000000000001,4,2,1,0,No carpark,0.0,0,60.17,11.37,0.0,1,9000000,112233
2020-02-12,Beitou District,Land+Building+Garage,32.75,1,2,2,13.0,Apartment_11storeyorgreater,Reinforced Concrete,103.0,281.83000000000004,3,2,1,1,Ramp Plane,73.3,0,124.7,8.12,11.46,1,47500000,168541
2020-02-14,Shilin District,Land+Building,23.67,1,1,0,3.0,Suite,Strengthened Brickwork,58.0,66.63,1,1,1,0,No carpark,0.0,0,66.63,0.0,0.0,0,8800000,132073
2020-02-07,Beitou District,Land+Building,23.98,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,69.0,139.39,3,2,1,1,No carpark,0.0,0,104.26,0.0,18.12,1,21980000,157687
2020-02-16,Shilin District,Land+Building,20.38,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,75.0,112.66,3,2,1,0,No carpark,0.0,0,92.67,2.11,10.75,1,17880000,158708
2020-01-01,Shilin District,Land+Building,52.5,2,1,0,4.0,Apartment_5storey,Reinforced Concrete,62.0,185.86,8,10,1,0,No carpark,0.0,0,170.94,0.0,14.92,0,17000000,91467
2020-02-14,Beitou District,Land+Building,31.5,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,65.0,102.42,3,2,1,0,No carpark,0.0,0,102.42,0.0,0.0,0,13050000,127417
2020-01-04,Shilin District,Land+Building,26.41,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,70.0,93.94,4,4,1,0,No carpark,0.0,0,93.94,0.0,0.0,0,8280000,88141
2020-02-09,Beitou District,Land+Building+Garage,48.09,1,1,2,12.0,Apartment_11storeyorgreater,Reinforced Concrete,96.0,256.54,4,2,1,1,Ramp Machinery,15.04,0,127.37,4.05,12.69,1,27880000,108677
2020-02-06,Beitou District,Land+Building,46.75,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,62.0,96.68,3,2,1,0,No carpark,0.0,0,96.68,0.0,0.0,0,10000000,103434
2020-03-04,Shilin District,Land+Building,10.43,1,2,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,69.0,78.0,2,1,1,1,No carpark,0.0,0,58.67,0.0,6.53,1,7000000,89744
2020-01-18,Xinyi District,Land+Building,33.5,1,2,0,4.0,Apartment_5storey,Reinforced Concrete,,77.83,2,1,1,0,No carpark,0.0,0,77.83,0.0,0.0,0,15450000,198510
2020-02-27,Xinyi District,Land+Building+Garage,29.66,1,1,1,13.0,Apartment_11storeyorgreater,Reinforced Concrete,78.0,182.71,3,2,1,1,Ramp Plane,0.0,3500000,133.01,3.19,11.14,1,44880000,245622
2020-01-19,Nangang District,Land+Building,24.96,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,,83.74,0,2,1,0,No carpark,0.0,0,70.54,5.84,7.36,0,12800000,152854
2020-02-17,Songshan District,Land+Building,29.41,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,75.0,110.74000000000001,2,2,1,1,No carpark,0.0,0,89.54,1.15,9.85,0,22000000,198664
2020-01-15,Songshan District,Land+Building,18.1,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,,111.18,3,2,1,1,No carpark,0.0,0,85.35,0.0,11.54,1,19080000,171614
2020-02-10,Nangang District,Land+Building,21.5,1,1,0,4.0,Apartment_5storey,Strengthened Brickwork,,69.6,3,1,1,0,No carpark,0.0,0,69.6,0.0,0.0,0,8000000,114943
2020-01-18,Xinyi District,Land+Building,26.63,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,78.0,135.03,3,2,1,0,No carpark,0.0,0,106.48,7.27,12.7,1,21100000,156262
2020-01-17,Xinyi District,Land+Building+Garage,22.3,1,1,1,16.0,Apartment_11storeyorgreater,Reinforced Concrete,107.0,179.55,3,2,1,1,Ramp Plane,33.86,2900000,79.56,9.84,5.55,1,48000000,309561
2020-02-05,Zhongshan District,Land+Building,9.66,1,1,0,14.0,Storefront,Reinforced Concrete,60.0,130.99,0,0,0,1,No carpark,0.0,0,88.99,0.0,0.0,0,50475400,385338
2020-02-05,Zhongshan District,Land+Building,9.66,1,1,0,14.0,Storefront,Reinforced Concrete,60.0,130.99,0,0,0,1,No carpark,0.0,0,88.99,0.0,0.0,0,50000000,381709
2020-02-16,Neihu District,Land+Building,22.28,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,72.0,82.18,3,2,1,0,No carpark,0.0,0,71.4,0.0,5.49,0,11500000,139937
2020-02-02,Zhongshan District,Land+Building,27.58,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,73.0,94.95,3,2,1,0,No carpark,0.0,0,83.19,0.0,11.76,0,14120000,148710
2020-02-10,Zhongshan District,Land+Building,8.29,1,2,0,14.0,Storefront,Reinforced Concrete,102.0,49.379999999999995,0,0,0,1,No carpark,0.0,0,37.3,0.0,0.0,0,14000000,283516
2020-02-12,Zhongshan District,Land+Building,6.29,1,3,0,13.0,Apartment_11storeyorgreater,Reinforced Concrete,73.0,66.03,1,1,1,1,No carpark,0.0,0,50.89,0.0,3.01,1,7800000,118128
2020-02-14,Zhongshan District,Land+Building+Garage,19.67,1,1,1,13.0,Apartment_11storeyorgreater,Other,106.0,198.44,0,0,0,0,other,14.87,1800000,107.92,6.37,11.1,1,52500000,276189
2020-02-06,Zhongshan District,Land+Building+Garage,23.32,1,1,1,17.0,Apartment_11storeyorgreater,Steel Reinforced Concrete,98.0,183.7,3,2,1,1,Ramp Plane,33.63,3200000,90.82,5.41,9.49,1,53280000,333711
2020-02-10,Neihu District,Land+Building,27.14,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,69.0,95.23,3,2,1,0,No carpark,0.0,0,81.17,0.0,14.06,0,10000000,105009
2020-02-14,Zhongshan District,Land+Building,28.97,1,1,0,4.0,Apartment_5storey,Strengthened Brickwork,58.0,70.78,3,4,1,0,No carpark,0.0,0,70.78,0.0,0.0,0,25000000,353207
2020-01-13,Neihu District,Land+Building+Garage,36.41,1,1,3,11.0,Commercial Building,Reinforced Concrete,87.0,347.97,0,0,0,1,Ramp Plane,114.78,0,167.47,0.0,0.0,1,41000000,117826
2020-01-18,Neihu District,Land+Building,19.42,1,1,0,5.0,Suite,Reinforced Concrete,108.0,37.7,1,1,1,1,No carpark,0.0,0,23.05,0.0,0.0,0,9060000,240318
2020-01-13,Neihu District,Land+Building,22.75,1,1,0,5.0,Suite,Reinforced Concrete,108.0,44.11,1,1,1,1,No carpark,0.0,0,23.41,0.0,3.55,0,9980000,226253
2020-02-06,Zhongshan District,Land+Building,27.29,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,70.0,103.30000000000001,0,0,0,0,No carpark,0.0,0,82.95,13.09,0.0,0,29000000,280736
2020-02-21,Zhongshan District,Land+Building+Garage,26.0,1,1,3,19.0,Apartment_11storeyorgreater,Steel Reinforced Concrete,105.0,416.01,0,0,0,1,Ramp Plane,99.77,8500000,232.98,7.47,20.73,1,80250000,226885
2020-02-03,ZhongZheng District,Land+Building,10.18,1,1,0,5.0,Suite,Reinforced Concrete,85.0,31.89,0,0,0,0,No carpark,0.0,0,24.56,0.0,2.96,0,7000000,219505
2020-01-17,Datong District,Land+Building,7.35,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,106.0,77.8,2,1,1,0,No carpark,0.0,0,42.77,4.44,4.89,1,20700000,266067
2020-02-11,Datong District,Land+Building,5.58,1,1,0,8.0,Suite,Reinforced Concrete,84.0,43.07,1,1,1,1,No carpark,0.0,0,26.82,1.0,7.42,0,6920000,160669
2020-02-15,ZhongZheng District,Land+Building,27.17,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,83.0,131.76,0,0,0,0,No carpark,0.0,0,123.38,0.0,0.0,0,14000000,106254
2020-01-06,Wanhua District,Land+Building,1.34,1,1,0,14.0,Commercial Building,Reinforced Concrete,92.0,103.08000000000001,0,0,0,1,No carpark,0.0,0,55.42,0.0,7.71,1,13200000,128056
2020-01-14,Wanhua District,Land+Building,23.75,1,1,0,4.0,Apartment_5storey,Strengthened Brickwork,,77.15,1,1,1,0,No carpark,0.0,0,77.15,0.0,0.0,0,7390000,95787
2020-02-18,Datong District,Land+Building,17.83,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,56.0,38.68,2,1,1,0,No carpark,0.0,0,35.94,0.0,2.74,0,2800000,72389
2020-02-26,Datong District,Land+Building,43.83,2,9,0,10.0,Commercial Building,Reinforced Concrete,81.0,326.89,0,0,0,1,No carpark,0.0,0,235.53,0.0,23.76,1,42000000,128484
2020-01-04,Wenshan District,Land+Building+Garage,156.75,1,1,1,5.0,Apartment_5to10storey,Reinforced Concrete,107.0,268.44,4,2,1,1,Ramp Plane,55.85,2500000,124.75,0.0,15.56,1,38520000,169434
2020-02-16,Wenshan District,Land+Building+Garage,10.65,1,1,1,17.0,Apartment_11storeyorgreater,Reinforced Concrete,83.0,146.16,2,1,1,1,Ramp Plane,0.0,0,72.57,2.34,9.32,1,16000000,109469
2020-01-10,ZhongZheng District,Land+Building+Garage,17.05,1,1,1,11.0,Apartment_11storeyorgreater,Reinforced Concrete,101.0,181.14,3,2,1,1,Lifting Machinery,20.36,0,95.76,4.17,11.27,1,27750000,153196
2020-02-23,ZhongZheng District,Land+Building+Garage,6.35,1,1,1,15.0,Apartment_11storeyorgreater,Reinforced Concrete,98.0,101.58000000000001,2,1,1,1,Tower,0.0,0,50.06,0.0,0.0,1,21050000,207205
2020-02-16,Wenshan District,Land+Building,26.42,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,,99.21000000000001,3,1,1,0,No carpark,0.0,0,69.79,0.0,15.16,0,11900000,119948
2020-01-18,ZhongZheng District,Land+Building+Garage,17.96,1,2,2,19.0,Apartment_11storeyorgreater,Reinforced Concrete,106.0,295.13,3,3,1,1,Ramp Plane,62.8,4400000,128.26,9.36,18.35,1,55100000,218224
2020-01-13,Wenshan District,Land+Building,40.1,1,2,0,17.0,Apartment_11storeyorgreater,Reinforced Concrete,85.0,73.31,1,1,1,1,No carpark,0.0,0,47.85,1.16,7.88,1,8950000,122084
2020-02-25,ZhongZheng District,,1.69,0,0,1,13.0,Other,Reinforced Concrete,95.0,41.300000000000004,0,0,1,1,Ramp Plane,0.0,2880000,0.0,0.0,0.0,0,2880000,
2020-01-13,Wenshan District,,10.02,0,0,1,,Other,,,13.67,0,0,1,1,Ramp Machinery,13.67,1600000,0.0,0.0,0.0,0,1600000,
2020-02-03,ZhongZheng District,Land+Building+Garage,11.5,1,1,1,15.0,Apartment_11storeyorgreater,Reinforced Concrete,108.0,148.79999999999998,3,2,1,1,Lifting Plane,15.3,2000000,70.1,7.14,8.08,1,42830000,305843
2020-01-17,Wenshan District,Land+Building,31.41,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,72.0,98.51,3,2,1,0,No carpark,0.0,0,85.28,0.0,4.97,0,10500000,106588
2020-02-09,Wenshan District,Land+Building,23.14,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,72.0,94.89,3,2,1,1,No carpark,0.0,0,77.02,0.0,10.66,0,11080000,116767
2020-02-15,ZhongZheng District,Land+Building,10.66,1,1,0,5.0,Apartment_5storey,Strengthened Brickwork,,25.63,2,1,1,0,No carpark,0.0,0,24.0,0.0,1.63,0,4500000,175575
2020-02-09,ZhongZheng District,Land+Building,16.9,1,1,0,10.0,Storefront,Reinforced Concrete,99.0,95.53,0,0,0,0,No carpark,0.0,0,60.63,5.04,0.0,0,25000000,261698
2020-01-15,Wanhua District,,0.06,0,0,1,,Other,,,18.66,0,0,1,1,Lifting Plane,18.66,1300000,0.0,0.0,0.0,0,1300000,
2020-01-11,Wanhua District,Land+Building,7.59,1,1,0,11.0,Apartment_11storeyorgreater,Reinforced Concrete,80.0,81.18,2,2,1,1,No carpark,0.0,0,63.99,0.0,13.13,1,12680000,156196
2020-02-02,Datong District,Land+Building,2.79,1,1,0,11.0,Suite,Reinforced Concrete,70.0,24.6,1,1,1,1,No carpark,0.0,0,15.76,0.0,0.0,0,3600000,146341
2020-02-03,Wanhua District,Land+Building,27.25,1,2,0,4.0,Storefront,Strengthened Brickwork,,84.22,0,0,0,0,No carpark,0.0,0,84.22,0.0,0.0,0,18000000,213726
2020-02-13,Datong District,Land+Building,12.75,1,1,0,4.0,Suite,Strengthened Brickwork,,43.94,1,1,1,0,No carpark,0.0,0,43.94,0.0,0.0,0,6800000,154756
2020-01-18,Wanhua District,Land+Building,12.27,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,75.0,86.55,3,1,1,0,No carpark,0.0,0,67.9,0.0,8.71,0,9300000,107452
2020-01-15,ZhongZheng District,Land+Building,16.92,1,1,0,11.0,Commercial Building,Reinforced Concrete,80.0,167.28,0,0,0,1,No carpark,0.0,0,111.74,5.64,2.55,1,31200000,186514
2020-02-24,ZhongZheng District,,0.06,0,0,1,,Other,,,14.54,0,0,1,1,Lifting Plane,14.54,800000,0.0,0.0,0.0,0,800000,
2020-02-04,Neihu District,Land+Building,23.47,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,69.0,92.68,3,1,1,0,No carpark,0.0,0,87.39,0.0,5.29,0,9700000,104661
2020-02-21,Zhongshan District,Land+Building,5.82,1,1,0,7.0,Suite,Reinforced Concrete,78.0,45.14,1,1,1,1,No carpark,0.0,0,27.17,3.67,0.0,0,6700000,148427
2020-01-30,Neihu District,Land+Building+Garage,26.93,1,1,1,3.0,Apartment_5storey,Reinforced Concrete,83.0,85.52000000000001,2,1,1,1,Lifting Plane,0.0,0,42.29,1.02,6.62,0,10100000,118101
2020-02-21,Zhongshan District,Land+Building+Garage,14.16,1,1,1,5.0,Suite,Reinforced Concrete,105.0,70.99,1,1,1,1,Lifting Plane,11.38,0,28.67,3.64,5.38,0,15520000,218622
2020-02-16,Zhongshan District,Land+Building+Garage,31.33,1,1,1,8.0,Apartment_5to10storey,Reinforced Concrete,84.0,115.03999999999999,2,1,1,1,Ramp Machinery,0.0,0,60.67,3.03,8.27,1,23660000,205668
2020-02-08,Neihu District,Land+Building,12.01,1,1,0,6.0,Suite,Reinforced Concrete,81.0,41.71,1,1,1,1,No carpark,0.0,0,27.49,3.07,0.0,0,5600000,134260
2020-01-13,Zhongshan District,Land+Building,16.75,1,1,0,19.0,Apartment_11storeyorgreater,Reinforced Concrete,75.0,155.2,3,2,1,1,No carpark,0.0,0,117.33,0.0,10.87,1,32000000,206186
2020-01-19,Zhongshan District,Land+Building,29.86,1,1,0,4.0,Storefront,Reinforced Concrete,65.0,84.3,0,0,0,0,No carpark,0.0,0,79.13,5.17,0.0,0,36000000,427046
2020-02-16,Neihu District,Land+Building+Garage,18.48,1,1,1,18.0,Apartment_11storeyorgreater,Other,99.0,177.14,2,2,1,1,Ramp Plane,45.09,0,78.29,5.23,4.8,1,36000000,203229
2020-02-27,Songshan District,Land+Building+Garage,20.54,1,1,1,7.0,Apartment_5to10storey,Reinforced Concrete,74.0,153.07,2,2,1,0,Ramp Plane,14.52,0,69.7,66.51,0.0,1,29980000,195858
2020-01-05,Xinyi District,Land+Building,10.64,1,2,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,77.0,119.63,3,2,1,1,No carpark,0.0,0,100.27,0.0,6.89,1,22000000,183900
2020-02-20,Songshan District,Land+Building,20.81,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,70.0,115.09,3,2,1,1,No carpark,0.0,0,86.82,0.0,16.52,1,26580000,230950
2020-03-03,Xinyi District,Land+Building,23.5,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,72.9,3,1,1,0,No carpark,0.0,0,72.9,0.0,0.0,0,12000000,164609
2020-02-21,Xinyi District,Land+Building,45.5,1,2,0,4.0,Apartment_5storey,Reinforced Concrete,,89.1,3,2,1,0,No carpark,0.0,0,89.1,0.0,0.0,0,17050000,191358
2020-02-18,Songshan District,Land+Building,13.01,1,1,0,13.0,Apartment_11storeyorgreater,Reinforced Concrete,69.0,134.45,3,2,1,1,No carpark,0.0,0,105.5,0.0,16.74,1,26100000,194124
2020-02-21,Xinyi District,Land+Building,4.93,1,1,0,11.0,Suite,Reinforced Concrete,93.0,29.5,1,1,1,1,No carpark,0.0,0,19.37,0.0,0.0,0,10000000,338983
2020-02-10,Songshan District,Land+Building,36.12,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,63.0,101.08,3,2,1,0,No carpark,0.0,0,101.08,0.0,0.0,0,18800000,185991
2020-01-08,Xinyi District,Land+Building+Garage,98.55,1,1,1,8.0,Apartment_5to10storey,Reinforced Concrete,87.0,350.14000000000004,3,2,1,1,Ramp Plane,0.0,0,175.68,80.1,17.82,1,106800000,305021
2020-02-14,Songshan District,Land+Building,37.62,1,1,0,4.0,Apartment_5storey,Reinforced Concrete,,90.51,3,1,1,0,No carpark,0.0,0,90.51,0.0,0.0,0,14880000,164402
2020-02-24,Xinyi District,Land+Building+Garage,20.46,1,2,1,7.0,Apartment_5to10storey,Reinforced Concrete,107.0,101.85,0,0,0,0,Tower,0.0,0,40.38,4.16,3.31,1,17000000,166912
2020-02-11,Songshan District,,5.13,0,0,1,7.0,Other,Reinforced Concrete,67.0,33.12,0,0,1,0,Ramp Plane,33.12,2500000,0.0,0.0,0.0,0,2500000,
2020-02-17,Songshan District,Land+Building,45.81,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,71.0,223.51999999999998,0,0,0,1,No carpark,0.0,0,91.21,112.99,0.0,1,23240000,103973
2020-02-17,Songshan District,Land+Building,38.96,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,71.0,189.41,0,0,0,1,No carpark,0.0,0,89.39,83.59,0.0,1,19760000,104324
2020-01-18,Beitou District,Land+Building+Garage,39.76,1,1,1,22.0,Apartment_11storeyorgreater,Reinforced Concrete,84.0,377.99,4,3,1,1,Ramp Plane,0.0,0,266.61,0.0,20.16,1,61500000,162703
2020-03-05,Shilin District,,1.85,0,0,1,8.0,Other,Reinforced Concrete,101.0,42.91,0,0,1,1,Ramp Plane,0.0,0,0.0,0.0,0.0,0,2650000,
2020-01-22,Shilin District,Land+Building+Garage,25.99,1,1,1,8.0,Apartment_5to10storey,Reinforced Concrete,88.0,120.07999999999998,3,2,1,0,Tower,0.0,0,75.66,2.37,7.68,1,25500000,212358
2020-02-09,Shilin District,Land+Building,24.8,1,1,0,5.0,Apartment_5storey,Reinforced Concrete,69.0,89.39,3,1,1,0,No carpark,0.0,0,84.42,0.0,4.97,0,9280000,103815
2020-02-20,Beitou District,Land+Building+Garage,8.1,1,1,1,13.0,Suite,Reinforced Concrete,98.0,72.03,0,0,0,1,Ramp Machinery,23.23,0,24.92,1.13,4.76,0,5650000,78440
2020-02-26,Beitou District,Land+Building,9.16,1,4,0,7.0,Suite,Reinforced Concrete,66.0,33.71,0,0,0,1,No carpark,0.0,0,25.2,0.0,2.75,0,2850000,84545
2020-02-22,Beitou District,Land+Building,28.9,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,99.0,167.6,3,2,1,1,No carpark,0.0,0,86.42,16.21,13.95,1,16500000,98449
2020-02-12,Daan District,Land+Building,5.94,1,1,0,6.0,Suite,Reinforced Concrete,96.0,29.62,1,1,1,1,No carpark,0.0,0,12.05,2.93,0.0,0,7200000,243079
2020-01-03,Daan District,Land+Building,18.08,1,1,0,12.0,Apartment_11storeyorgreater,Reinforced Concrete,73.0,201.95,4,2,1,1,No carpark,0.0,0,169.47,2.66,14.1,1,55600000,275316
2020-02-08,Daan District,Land+Building+Garage,26.78,1,2,2,23.0,Apartment_11storeyorgreater,Other,105.0,268.59,3,2,1,1,Ramp Plane,49.6,0,125.26,8.2,18.14,1,78880000,293682
2020-01-18,Daan District,Land+Building+Garage,18.16,1,2,1,9.0,Apartment_5to10storey,Reinforced Concrete,82.0,179.57,3,1,1,1,Ramp Plane,0.0,0,143.29,0.0,12.33,1,41000000,228323
2020-02-24,Daan District,Land+Building,11.49,1,1,0,7.0,Apartment_5to10storey,Reinforced Concrete,71.0,73.66,2,1,1,1,No carpark,0.0,0,53.24,0.0,9.72,1,11500000,156123
2020-02-01,Wenshan District,Land+Building+Garage,39.78,1,4,1,13.0,Apartment_11storeyorgreater,Reinforced Concrete,85.0,122.34,3,1,1,1,Ramp Plane,0.0,1800000,57.48,0.0,7.52,1,15100000,123427
2020-01-30,Wenshan District,Land+Building,24.13,1,2,0,5.0,Apartment_5storey,Reinforced Concrete,,79.81,3,1,1,0,No carpark,0.0,0,70.73,0.0,9.08,0,10000000,125298
